obs	shann
SRR8834189	531	4.79116373694499
SRR8834174	406	4.28123977460396
SRR8834171	362	4.83190258609647
SRR8834165	287	4.00398873040844
SRR8834179	538	4.50624998083749
SRR9217413	166	3.48742857142229
SRR9217388	455	4.99370962258961
SRR8834180	1048	5.8024766357439
SRR8834186	672	4.91518529522805
SRR9217420	108	2.73518466501052
SRR9217394	187	4.5106289935505
SRR9217416	206	3.61867228355061
SRR8834176	277	3.95683228349959
SRR8834175	333	4.1234785715442
SRR8834183	113	3.22728993662627
SRR9217403	731	5.42987818018197
SRR9217434	817	5.6250953096425
SRR9217396	596	4.17411504056802
SRR9217439	363	4.42511458173909
SRR9217440	358	5.06183147198033
SRR8834169	607	4.81594133593406
SRR9217430	437	5.30684080645565
SRR9217444	425	4.24646287037243
SRR9217441	279	4.6938918688693
SRR9217431	306	4.19405988940207
SRR9217446	801	4.62602356238044
SRR9217437	398	4.54703419306513
SRR8834190	599	4.73303792415321
SRR9217438	701	5.04776994765509
SRR8834178	887	5.38936118878577
SRR9217460	320	4.34492338890569
SRR9217404	312	4.64651116599858
SRR9217465	237	3.95230907270428
SRR9217456	159	3.89187835989167
SRR9217402	501	5.28399411787327
SRR9217450	579	4.90268201819446
SRR9217459	921	5.68275025309939
SRR9217461	449	3.27620366228327
SRR9217401	488	5.10553493388347
SRR9217468	216	3.02291211164042
SRR9217476	1086	5.75972772921029
SRR9217433	632	4.9240903589775
SRR9217472	429	5.1189239330669
SRR9217474	144	3.97575901137309
SRR8834177	1081	5.94092239382836
SRR9217483	368	4.61163021829671
SRR9217462	306	4.65854055160349
SRR9217484	194	4.08855440368384
SRR9217464	287	4.44307994354324
SRR9217389	974	5.80695323245647
SRR9217470	572	5.0290648238563
SRR9217494	150	3.43495821930578
SRR9217399	534	4.71979598382102
SRR9217400	603	5.47522960947337
SRR9641793	1118	5.9770473413964
SRR9217478	436	5.05877072593312
SRR9641800	660	5.72549337396026
SRR9641796	949	6.07803767274597
SRR9217435	439	4.78360129904375
SRR9217479	366	5.03505773648855
SRR9217415	200	3.90407908185713
SRR9217408	299	3.7200747922297
SRR9217454	508	4.49106009706435
SRR9217449	508	5.21852634887703
SRR9641806	810	5.68593655337382
SRR9217489	582	5.32157066351007
SRR9217422	517	5.50805328038264
SRR9668679	818	5.53106173521472
SRR9217392	330	4.2443211865891
SRR9217473	177	3.54314026306281
SRR9217487	308	4.74311311063092
SRR9668684	806	5.80871589894782
SRR9668688	803	5.56757609384164
SRR9217423	923	5.75868427861935
SRR9668691	697	5.46084780661161
SRR9668687	1130	5.54709471717918
SRR9668682	933	5.71871508889177
SRR9668695	364	4.84607330449247
SRR9217419	264	4.3676671542475
SRR9668685	745	5.72938611917981
SRR9217490	194	3.86646382407646
SRR9668699	767	5.55618294591644
SRR9668689	803	5.95630034409485
SRR9668692	989	5.73045106219059
SRR9217471	772	5.33747021080526
SRR9668704	291	3.2346733862474
SRR9668696	956	6.0402783601658
SRR9668694	580	5.47912637956325
SRR9668705	534	3.69913446270555
SRR9668697	988	5.70673017578749
SRR9668710	1121	5.75113303164777
SRR9668708	646	4.82163069943426
SRR9668690	856	5.71305272364281
SRR9668693	1038	4.89777660792174
SRR9217391	407	4.75262603262685
SRR9217393	119	3.53081109073183
SRR9668717	341	4.50761411211051
SRR9668715	805	4.88446746167159
SRR9668709	917	5.07579771637208
SRR9668719	706	4.68559069913309
SRR9217475	291	4.53269987752664
SRR9668706	1068	5.12441542235446
SRR9668707	811	5.22241305696042
SRR9668721	427	5.12454072093581
SRR9668720	363	4.91968773139099
SRR9668718	944	5.84873356509851
SRR9217451	629	5.38436937640755
SRR9668716	735	5.05284203648193
SRR9668726	1060	4.55716941843146
SRR9217414	544	5.14501574177366
SRR9668714	1219	5.56162843111994
SRR9668730	450	5.08194155981027
SRR9217453	306	4.20160105291808
SRR9668724	511	5.43827626362059
SRR9668731	820	3.91961472764185
SRR9668733	841	5.97959323077122
SRR9668735	867	6.05331769974957
SRR9668727	778	5.58363954930496
SRR9668711	885	5.45165402912
SRR9668729	455	5.55750431996933
SRR9668732	989	5.80119264732642
SRR9668742	574	4.93964696112963
SRR9217492	842	5.68204742313707
SRR9217457	90	3.50711978324489
SRR9668737	853	5.95394574388377
SRR9668740	800	5.53216950417693
SRR9668745	820	6.06053294383082
SRR9668748	685	5.60361260145112
SRR9668728	924	5.88331005887498
SRR9668739	757	5.68498894900583
SRR9668750	838	5.61435013690439
SRR9217463	308	3.62883665142372
SRR9668734	994	5.98964901972078
SRR9966458	28	0.428930765570302
SRR9217452	665	5.21313453105726
SRR9668749	823	4.89904400614347
SRR9668747	609	4.68503957501903
SRR9966467	358	1.35764466842013
SRR9217406	493	4.30410640651124
SRR9966480	81	1.06606376999929
SRR9966485	37	0.406254943140988
SRR9966475	9	0.00122959148544448
SRR9966481	34	0.430636756618599
SRR9966493	53	0.303554441626201
SRR9966499	24	0.0244602591477498
SRR9966516	19	0.0438029377090797
SRR9966520	37	0.916999370495034
SRR9966531	37	2.22526435252283
SRR9217428	616	5.25427609451512
SRR9966537	32	0.434182241407949
ST018YL	760	3.73057156999035
ST015XJL	868	5.36791402933163
ST051ZY	1565	6.2149683022999
SRR9966523	15	0.413791362279296
ST011PCL	49	1.5695779870159
ST092HJ	1148	5.48680537176269
ST061LHZ	555	4.66841800324464
ST094ZFZ	832	5.25077877980333
ST017YPL	1618	6.54958203233099
ST107ZSH	145	3.93669007046351
SRR9966528	14	0.381962778799252
ST115WYY	1424	6.05954343390191
ST119XJH	942	4.88998998549328
ST111HQT	829	2.65630941772304
ST131LLD	1260	5.64136039602677
ST116WYB	1688	6.55994522499997
ST090ZXC	1012	5.92548537923095
ST132CG1	959	5.0976620296744
ST110HLH	1209	5.53948909666673
ST098WJF	822	4.48632303531991
ST133WTH	573	4.16427018030151
ST013DZY	858	4.88395025458434
ST208CS	483	4.28940811455097
ST221LGX	1107	5.66258861114266
ST209CXH	793	5.45675248671937
ST132CG0	858	4.97611473710545
ST229WH	1282	5.03695032440163
ST009XW	824	3.10499249689311
ST226LXL	1128	3.74194941941825
ST241FJG	1687	6.00983857399108
ST233CZY	809	4.93898483457853
ST078ZML	953	5.75264855321861
ST240WZF	926	4.21355217781684
ST243HQX	1102	5.96081773208793
ST213HZL	1669	5.90011002225981
ST230DJY	846	4.02392806967873
ST247YXX	1590	6.32914119574993
ST239LFL	741	5.25058691744872
ST258WZJ	673	5.58735079544336
ST259JZQ	718	4.13214230398202
ST250HMM	1780	6.46117621793849
ST245YXS	1227	5.76142530837037
ST264GXS	1679	6.32800776425116
ST242PY	1085	5.25681807719839
ST244YJT	159	3.12160927555743
U020041O1V3	931	4.81643874580489
U020068O1V3	1036	5.79586248086861
U020022O1V101	1134	5.88054344386013
ST182ZJH	955	5.48670456198227
ST053WQY	859	5.36792207924103
U02012	736	5.26967199363656
ST183CYZ	1044	5.42070452211409
U020008O1V3	1248	5.68446637542728
U02112	45	2.4220146530116
U02813	965	5.53405234660889
ST234ZZJ	796	4.20792029969758
U02912S2	436	3.75396686031867
U020022O1V3	1223	5.97758515459238
ST170MZY	31	1.29706078506697
U02912	633	4.84752951565713
ST176WSZ	188	2.846074268771
ST194CRJ	1275	5.82256295367969
ST195WYB	1335	6.20931118544646
U06012	905	5.01945166852772
ST227WSF	359	2.37073422902149
U020020O1V2	1224	5.90411391487025
U020071O1V3	1048	5.23898223298925
ST190WXM	1072	5.99129550522913
U00112	1259	5.9334474270755
U020020O1V3	1215	6.13704414274081
ST257SYP	1660	6.38701634494171
U01813	1027	5.61270776382891
U00313	339	3.37761499969241
U08812	648	4.33258460539491
U020004O1V3	1221	5.876416691954
U06011	879	5.83503887007311
ST206DPY	884	5.70565030068038
U00113	1061	5.81601935549052
ST252WYQ	652	3.00325568448858
U00812	481	4.59213377330686
ST265NSX	523	4.83095725162543
U01812	818	5.50119280242909
U08422	740	5.10480788923579
U020004O1V2	915	5.06071810361807
U02113	1020	5.43373209496652
ST251SSD	894	4.99412015599789
U10019S1V2	1225	5.58400749064366
U04912	1179	3.85455381065885
U020031O1V2	1406	6.27124954918342
ST261CB	345	3.40090161027105
U02913	668	4.13612123064372
U10009S2V1	890	5.30042602368586
U00513	1211	5.41485771408914
U09012	1750	6.45225899809232
U10052S2V2	337	4.07774300653391
U10112	1273	4.95084747557212
U020052O1V3	1299	6.19660551649328
U020108O1V2	952	5.60351289676458
U08822	830	5.74158050922604
U10113	1247	5.78285429151377
U09312	1080	5.23845118956977
U04723	1041	5.57491743518141
U02013	1006	5.5050026972394
U020052O1V2	1115	6.05921100728317
U08413	1063	4.99085344388382
U04713	967	5.19374716523348
U10045S1V2	1669	6.4811199576684
U07933	1222	5.92846293625433
U08813	925	5.38294942911875
U04712	847	5.61788180631266
U10203S1V1	989	5.4896565154329
U10007S1V1	939	4.38572755708699
U09013	1051	5.82592056473883
U07923	1325	6.19168879265814
U10446S1V1	735	5.42165665086721
U07913	990	5.57485151369698
U10160S1V1	1314	5.97738433670715
U10454S1V2	1076	4.46342563331467
U10130S1V2	1203	5.98296815767918
U10145S1V1	1366	6.13276574163328
U10135S4V1	1379	6.14044040136143
U10045S1V3	1553	6.16937985481388
U10158S1V2	504	3.78046902761013
U10050S1V1	1101	5.1983878616701
U10130S1V1	1156	3.78706330734554
U10111	1209	5.62598815365142
U10922	1427	6.16563698865314
U10053S1V2	1398	6.13558697083069
U10107	727	5.13512418318363
U10073S1V2	1037	5.52765428534297
U10212	1772	6.37755000260786
U10078S1V2	1033	5.62694905453067
U10158S1V1	983	5.66677714835638
U10190S2V1	1418	6.19658106580127
U13522	834	4.85890850919324
U10422S1V2	944	5.90565627620769
U10457S2V2	1077	5.74366799241429
U10422S1V1	1048	5.84645230702277
U10019S1V1	1382	6.23299395684814
U10517S1V1	927	5.53986487354457
U10053S1V1	1366	5.79122911413114
U14613	771	5.46192161717919
U17711	1510	5.36263829511386
U10048S2V2	638	4.70780531226336
U10141S1V1	543	5.17886648332626
U10457S2V1	1265	5.89323996053113
U10078S1V1	1060	5.96119662707617
YS000005	1065	6.05683834791775
YS000002	1913	6.76397946636838
U10437S1V1	328	2.53964941144133
U15511	1073	5.60575204293371
U10167S1V1	721	5.43836593627595
U10167S1V3	1100	5.79091051159598
YS000003	1408	6.32158762612019
U10044S1V1	764	5.27409039401922
YS000006	1382	6.446184719249
YS000015	1270	6.14275906337605
U10008S3V1	1100	5.41840804901462
U10446S1V3	740	5.36851829585716
U14612	756	4.72478169375446
U10048S2V1	688	5.02602586096329
YS000007	1767	6.83474570684099
YS000016	1746	6.68549523589828
YS000023	1492	6.41862611420372
U10548S2V1	683	4.63089007546792
U17712	1432	4.24316680102124
U16913	1099	5.99565066888146
YS000022	1334	6.25213852402562
YS000014	1532	6.53937656168937
U10316S1V3	1203	6.1061215921315
U11613	996	5.61384029019162
YS000001	1358	6.12263865864008
YS000030	952	5.85194571203078
U10166S2V3	779	5.19836063029273
U17913	989	5.81316026482907
U13523	1457	6.15710580142769
YS000019	1195	6.36428032936187
YS000012	1462	6.09535001237594
YS000027	1424	6.28961959548242
U10166S2V2	737	5.0116803376023
U10500S1V2	1122	5.61360666634401
YS000036	1213	5.93011968560669
YS000039	1442	6.13953009159667
YS000038	1425	6.19907066314436
YS000037	1241	6.34635407310298
YS000025	1544	6.39563478858809
YS000028	1362	5.94013258708512
U10442S1V3	1091	4.11258068475826
YS000050	1321	6.27809068243982
YS000045	1664	6.28953503195104
YS000035	1501	6.17967248788607
YS000049	1243	6.24520831009564
U15513	665	4.91566554898915
YS000058	1433	6.35833671882632
YS000013	1382	6.42477792365201
YS000051	1346	6.08958141875878
YS000017	1758	5.15668325582794
YS000020	1303	6.22611527585505
YS000034	1498	6.50712490531523
YS000052	1284	5.88025145874431
U14913	1201	5.87194009898536
U10548S1V1	893	5.77957456876526
YS000056	1372	5.10233580188262
U18512	834	4.88148450377499
YS000044	1555	6.24174553035052
YS000081	1610	6.4741445314053
YS000021	898	4.68716497462305
YS000122	1392	6.29979359524435
YS000130	1547	6.26364715989394
YS000080	1284	6.21097749322
U18213	873	5.41843733271555
YS000029	1440	6.1526168548715
YS000048	1433	6.28018940085003
U10500S1V1	1333	5.1030849978612
YS000066	1367	6.31141142161715
YS000078	1070	5.26010135963049
YS000076	1313	6.12198350480649
YS000024	430	3.53853839531321
YS000063	1395	6.28106864578944
U13913	1091	5.34376905573704
YS000033	1392	6.22575323324993
YS000124	1192	5.95801395418804
YS000146	1474	6.60622727213543
U10257S1V3	1009	5.63225935604669
YS000134	1499	6.55401859197432
YS000121	1737	6.18463925089316
YS000125	1647	6.28524640334932
YS000075	1310	6.27009932306857
U16912	1128	5.56679171896897
YS000077	1025	5.30478114888619
YS000148	1671	6.74934427076372
YS000128	1592	6.32940565079055
U10558S3V3	903	5.59999039213924
YS000155	1748	6.55582793532417
YS000119	1514	6.38702923539936
YS000133	1578	6.30813623107284
YS000156	1072	6.24629885138575
YS000147	1426	6.51040166329509
YS000065	1419	6.14846989390711
YS000137	1657	6.61674975331922
YS000026	1704	6.53262100533941
YS000144	1354	6.61660656418352
YS000057	1350	5.98266191527117
YS000150	1589	6.58207011202882
YS000142	1894	6.49978548573808
YS000127	1148	5.68418129593659
YS000123	1340	6.06443545348323
YS000126	1347	5.99826772440751
YS000152	1695	6.60149198179867
YS000170	1294	6.54902359868489
YS000145	1073	5.85702068276195
YS000131	1540	6.26031613456191
YS000168	1062	6.0952550949687
YS000073	1816	6.51726439712556
YS000135	1703	6.44562755892654
YS000169	1551	6.59089544677195
YS000138	1468	6.18187073844598
YS000153	1304	6.17862591647438
YS000172	1432	6.43501142520677
YS000162	1401	6.34974394869843
YS000163	1415	6.19088848243646
YS000173	1415	6.59357693378884
YS000132	1498	6.16892551177924
YS000149	1724	6.08279259556222
YS000171	1412	5.98267685407314
YS000203	1221	6.12003017047011
YS000167	1452	6.4137930478873
YS000143	1737	6.28478057440958
YS000154	1560	6.12066659332105
YS000160	1537	6.3021754248779
YS000202	1255	6.34928099547863
YS000164	1767	6.44409688395455
YS000179	1204	6.21616893283116
YS000082	1483	6.22799331400678
YS000178	2025	6.75320767043096
YS000206	1747	6.46786820597861
YS000151	1387	6.27779433570271
YS000215	1584	6.3696684152631
YS000232	824	5.9822364290288
YS000157	1631	6.58431373701014
YS000210	1509	6.42417051158042
YS000166	1211	6.13233330515376
YS000165	1318	5.9456429753107
YS000159	1446	6.48735348168249
YS000237	1678	6.20308640455737
YS000204	1554	6.28497275525123
YS000252	819	6.23858222113412
YS000216	1310	6.00139274309752
YS000219	1606	6.38258441607013
YS000208	1712	6.65395202437024
YS000205	1525	5.38744362233019
YS000244	1234	6.20147781817114
YS000213	1602	5.89477163809871
YS000256	855	4.38967042417601
YS000229	1074	6.38095834973046
YS000239	1327	6.36470319060324
YS000251	987	5.94916080935787
YS000201	1160	5.56467763591804
YS000209	1231	5.71104664929821
YS000265	1316	4.44838525602288
YS000226	1522	6.43252742212832
YS000241	1533	6.26478716598587
YS000263	979	6.07989261296251
YS000217	890	4.25201752367537
YS000218	1501	6.31693858075866
YS000269	1325	6.39929550680705
YS000277	741	5.98696829987579
YS000214	1491	5.93066927220536
YS000212	1354	5.96840181974849
YS000211	1433	6.43175506254282
YS000221	1282	6.08416193773144
YS000207	1706	6.62247295814646
YS000278	1648	6.29596208609476
YS000225	1524	6.30498431404894
YS000254	930	6.17209684890125
YS000264	1621	5.47403406911856
YS000261	1439	6.32435166457902
YS000161	1458	6.34675440339839
YS000243	1622	6.67080482050836
YS000248	1263	6.44514786016444
YS000289	1021	6.2149169121743
YS000297	1023	6.3013875043085
YS000272	1540	6.3648125879012
YS000231	1458	6.5280604940327
YS000257	1693	6.66654405625792
YS000291	1296	6.26313068295544
YS000259	1356	6.25041175170786
YS000227	1462	6.34109474352166
YS000266	1438	6.37100529567321
YS000235	1385	6.36302137236731
YS000234	471	3.31917892282425
YS000236	1439	6.1552743943499
YS000303	1568	6.65457890596643
YS000296	1509	6.44815810725797
YS000292	1804	6.44789107792587
YS000246	1284	6.50938480383116
YS000273	1322	6.1090390493508
YS000290	1604	6.39250487535764
YS000275	1541	6.36096674094467
YS000255	1491	6.33806035899619
YS000294	1417	6.22399364305024
YS000301	1004	6.15962260954395
YS000307	1183	6.34350701965861
YS000280	1427	6.42897437008011
YS000284	1595	6.48469485101065
YS000302	1527	6.3480260689298
YS000300	1467	6.34524931643153
YS000304	1550	6.37749969654926
YS000313	1703	6.38979068352843
YS000315	1290	6.40888943236071
YS000288	1233	6.12141114812551
YS000271	1159	4.85022656934203
YS000274	1487	6.39690104623762
YS000267	1316	6.11585412400937
YS000276	1601	6.53553394315774
YS000312	1473	6.33002092916643
YS000309	1464	6.4455313173263
YS000311	1482	5.39574561311043
YS000330	1084	6.30760861897122
YS000282	1460	6.40072349688314
YS000295	1235	5.72861753708805
YS000333	656	5.91504706188374
YS000332	1198	6.07558411299845
YS000306	1225	6.03993714938089
YS000335	612	5.80184692765891
YS000323	1209	5.88407398028139
YS000331	1874	6.56666011892583
YS000321	1696	6.5742415823199
YS000270	1572	6.41085807612195
YS000337	1399	6.61049837779742
YS000317	1482	6.42591138755568
YS000342	989	5.98191995356689
YS000344	1152	6.52372503875424
YS000281	1655	6.37394083355361
YS000334	962	5.9130199519951
YS000328	1493	6.76445407575854
YS000346	1101	6.14425790431686
YS000343	1086	6.33761935822599
YS000316	1404	6.52067016477749
YS000308	1412	6.3359267283131
YS000341	1066	6.3057098481057
YS000305	1648	6.55071802292342
YS000336	1237	6.30232481720493
YS000314	1537	6.54984230028907
YS000310	1324	6.29374138877775
YS000325	1597	6.5490290356657
YS000345	1114	6.10071721796453
YS000329	1428	6.62339220509388
YS000354	1223	6.12343765653702
YS000324	1625	6.5700093390195
YS000356	1319	6.1095090398321
YS000339	1392	6.35209493137219
YS000352	1409	6.10845194932273
YS000365	1396	6.30473380421356
YS000319	1534	6.23834574173637
YS000377	1595	6.10227216230118
YS000368	1069	6.23844773991049
YS000349	1513	6.48247493760427
YS000348	1570	6.41145479381944
YS000299	1684	6.55117261893118
YS000378	1005	6.12386816597855
YS000279	1541	6.15561017418594
YS000285	1411	5.88026154424032
YS000347	884	5.86366192316008
YS000361	1585	6.50949661359489
YS000380	1417	6.28070352095061
YS000369	1418	6.60948933287713
YS000338	941	6.15511757746569
YS000320	1531	6.17620672468854
YS000362	1169	6.15047727674908
YS000372	1803	6.24663170534225
YS000360	1123	5.60181495664265
YS000384	1621	6.56735031171027
YS000363	1476	6.57404820975343
YS000388	1141	6.31079586410483
YS000390	1463	6.17340223668126
YS000322	1160	5.90361644877005
YS000385	1408	6.36553982899948
YS000393	1225	6.19059782894483
YS000370	1540	6.23622854387859
YS000401	1540	6.42081817155483
YS000371	1566	6.47063432662589
YS000351	1205	6.35115651832672
YS000350	1261	5.99246486520121
YS000374	1659	6.62493064226353
YS000375	1638	6.39168197843254
YS000396	1166	6.16299757057432
YS000298	1601	6.35455384273688
YS000379	1729	6.43469360435384
YS000400	1185	6.34958943443707
YS000373	1417	6.27887014880648
YS000406	1154	6.37022314675291
YS000367	1407	6.11976372877041
YS000387	1787	6.80655459317208
YS000364	1477	6.37118128426251
YS000399	1700	6.35814684907046
YS000409	1531	6.44786833784226
YS000391	1611	6.51289837832531
YS000366	1280	6.16029611424668
YS000383	1595	6.14652439739279
YS000420	1352	6.24869606622261
YS000415	1935	6.70836639189586
YS000413	1310	6.13913759497825
YS000424	1172	6.22260828482419
YS000381	1305	6.05205459860566
YS000431	1107	6.16872837391175
YS000403	1566	6.24640108680786
YS000419	1531	6.6747448560411
YS000394	1941	6.6636035153263
YS000407	1301	6.11462223156138
YS000392	1461	6.1399900485277
YS000408	1586	6.30356535407017
YS000435	1158	6.15161668638553
YS000402	1338	5.79884058902669
YS000416	1608	5.88288053362944
YS000376	1494	6.25275673196935
YS000397	1153	6.30882798189489
YS000422	1795	6.61471606412586
YS000412	1522	6.44806920845276
YS000411	1539	6.43090764875599
YS000382	1664	6.42082300507156
YS000423	1475	6.37721178626409
