DATASET_MULTIBAR

SEPARATOR	TAB
DATASET_LABEL	host-phylum
COLOR	#ff0000

FIELD_COLORS	#8dd3c7	#a6cee3	#1f78b4	#b2df8a	#33a02c	#fb9a99	#e31a1c	#fdbf6f	#d9d9d9	#ff7f00	#cab2d6	#6a3d9a	#ffff99	#b15928	#575d63
FIELD_LABELS	Actinomycetota	Bacillota	Bacillota_A	Bacillota_B	Bacillota_C	Bacillota_I	Bacteroidota	Campylobacterota	other	Fusobacteriota	Patescibacteria	Pseudomonadota	Spirochaetota	Synergistota	multiple



DASHED_LINES	1
HEIGHT_FACTOR	2
WIDTH	75
MARGIN	25


DATA
OAPGCV052161	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV047902	0	0	0	0	0	0	0	0	0	0	0	63.63636364	0	0	0
OAPGCV032494	0	0	98.03921569	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV068143	76.47058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV021279	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV025482	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV044435	93.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV045097	0	0	0	0	0	0	0	0	0	77.27272727	0	0	0	0	18.18181818
OAPGCV029309	25.17482517	0	0	0	0	0	0	0	0	0	0	0	0	0	1.398601399
OAPGCV015981	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV027205	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV055160	0	26.66666667	6.666666667	0	13.33333333	0	0	0	0	0	0	0	0	0	0
OAPGCV062780	52.17391304	0	0	0	0	0	0	0	0	47.82608696	0	0	0	0	0
OAPGCV024814	0	0	0	0	0	0	0	92.30769231	0	0	0	7.692307692	0	0	0
OAPGCV027296	0.561797753	0	0	0	43.25842697	0	0	0	0	0	0	0	0	0	25.28089888
OAPGCV024318	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0
OAPGCV010294	0	0	0	0	0	0	0	0	0	0	0	15.51724138	0	0	0
OAPGCV047920	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV062931	0	0	0	0	0	0	73.33333333	0	0	0	0	0	0	0	0
OAPGCV049004	0	0	0	0	0	0	35.44303797	0	0	0	0	0	0	0	0
OAPGCV031671	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV067107	0	85.71428571	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV018827	0	0	0	0	0	0	0	5.263157895	0	0	0	0	0	0	0
OAPGCV020526	0	0	0	0	0	0	0	45.54455446	0	0	0	0	0	0	0
OAPGCV036778	0	0	0	0	0	0	0	67.56756757	0	0	0	0	0	0	0
OAPGCV066425	0	0	0	0	0	0	0	99.30555556	0	0	0	0	0	0	0
OAPGCV039477	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
OAPGCV040873	0	0	0	0	0	0	0	97.77777778	0	0	0	0	0	0	0
OAPGCV063061	0.31152648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV064342	71.42857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV050598	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV025433	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV027101	0	0	0	0	0	0	0	0	0	0	0	76.47058824	0	0	0
OAPGCV018841	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV032329	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV064123	0	0	0	0	0	0	90.47619048	0	0	0	0	0	0	0	0
OAPGCV060399	0	0	0	0	0	0.302114804	92.74924471	0	0	0	0	0	0	0	3.021148036
OAPGCV058095	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
OAPGCV031760	0	0	0	0	0	0	0	0	0	0	0	44.11764706	0	0	0
OAPGCV031020	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OAPGCV036139	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
OAPGCV058477	43.58974359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV057772	9.523809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV065844	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV062510	96.15384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV035327	50.84745763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV043970	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV032724	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
OAPGCV067734	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV045609	0	0	0	0	0	0	0	0	0	0	0	76.19047619	0	0	4.761904762
OAPGCV025839	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV067869	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV046636	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV043155	0	0	0	0	0	0	0	0	0	0	0	98.03921569	0	0	0
OAPGCV046631	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV045470	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV058887	0	0	0	0	0	0	0	0	0	0	0	81.81818182	0	0	0
OAPGCV062384	0	0	0	0	0	0	0	0	0	0	0	30.76923077	0	0	0
OAPGCV045582	0	0	0	0	0	0	0	0	0	0	0	36.36363636	0	0	0
OAPGCV068162	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV058514	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV059050	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV068080	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV058268	0	0	0	0	0	0	0	0	0	0	0	71.42857143	0	0	0
OAPGCV046179	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV031972	0	0	0	0	0	0	0	0	0	0	0	28.57142857	0	0	0
OAPGCV066037	0	0	0	0	0	0	0	0	0	0	0	5.128205128	0	0	0
OAPGCV001599	0	0	0	0	0	0	0	0	0	0	0	36.04651163	0	0	0
OAPGCV013164	0	0	0	0	0	0	0	0	0	0	0	41.93548387	0	0	0
OAPGCV029854	4.104477612	0	0	0	0	0	0	0	0	0	0	49.25373134	0	0	1.865671642
OAPGCV025480	0	0	0	0	0	0	0	0	0	0	0	7.661290323	0	0	0
OAPGCV039721	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	0
OAPGCV066712	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV027782	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV000738	0	0	0	0	0	0	39.53488372	0	0	0	0	0	0	0	0
OAPGCV065162	0	0	0	0	0	0	0	0	0	0	0	62.96296296	0	0	0
OAPGCV061241	0	0	0	0	0	0	0	0	0	0	0	4.166666667	0	0	0
OAPGCV037302	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV053623	0	84.12911903	0	0	0	0	0	0	0	0.134498991	0	0	0	0	0.672494956
OAPGCV011833	0	0	0	0	4.635761589	0	0	5.960264901	0	0	0	42.38410596	0	0	0
OAPGCV047702	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV039872	0	0	0	0	0	0	60.52631579	0	0	0	0	0	0	0	15.78947368
OAPGCV067945	0	0	0	0	0	0	0	0	0	0	0	25.92592593	0	0	0
OAPGCV015646	0	0	0	0	0	0	33.33333333	0	0	0	0	0	0	0	0
OAPGCV048653	0	0	0	0	1.333333333	0	46.66666667	0	0	0	0	0	0	0	0.666666667
OAPGCV019934	82.10347752	0	0	0	0	0	0	0	0	0	0	0	0	0	2.290076336
OAPGCV064301	0	0.113250283	0	0	0	0	0	0	0	0	0	85.16421291	0	0	0
OAPGCV058482	0	49.21465969	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV013769	0	81.33971292	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV006899	0	0	0	0	0	0	0	0	0	0	0	58.06451613	0	0	0
OAPGCV029381	0	0	0	0	0	0	39.0070922	0	0	0	0	0	0	0	0.709219858
OAPGCV009387	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV005845	0	0	0	0	0	0	48.03921569	0	0	0	0	0	0	0	0
OAPGCV027253	0	0	0	0	0	0	97.22222222	0	0	0	0	0	0	0	0
OAPGCV000365	45.05494505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV065136	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV066503	0	0	0	0	0	0	0	0	0	0	0	96.86648501	0	0	0
OAPGCV062692	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV065568	0	0	0	0	0	0	0	0	0	0	0	84.63476071	0	0	0
OAPGCV063172	0	0	7.692307692	0	0	0	1.538461538	0	0	0	0	0	0	0	0
OAPGCV038639	0	0	0	0	0	0	94.02985075	0	0	0	0	0	0	0	0
OAPGCV001795	0	0	0	0	0	0	0	0	0	23.21428571	0	0	0	0	0
OAPGCV012344	0	0	3.424657534	0	46.57534247	0	0	0	0	0	0	0	0	0	0
OAPGCV035575	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
OAPGCV007367	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV067393	0	0	0	0	91.17647059	0	0	0	0	0	0	0	0	0	0
OAPGCV000999	0	0	0	0	0	0	0	0	0	27.63157895	0	0	0	0	0
OAPGCV032151	0	0	0	0	0	0	0	0	0	70.12987013	0	2.597402597	0	0	1.298701299
OAPGCV054623	0	2.816901408	33.8028169	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV040091	0	0	32.92682927	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV037924	0	0	0	0	0	0	0	0	0	0	0	16.83168317	0	0	1.98019802
OAPGCV036446	0	0	0	0	0	0	0	0	0	0	0	22.80701754	0	0	0
OAPGCV038789	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV038498	0	0	0	0	0	0	0	0	0	0	0	89.47368421	0	0	0
OAPGCV039892	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
OAPGCV039119	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
OAPGCV039377	45.94594595	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351351351
OAPGCV039680	91.62561576	0	0	0	0	0	0	0	0	0	0	0	0	0	2.463054187
OAPGCV038228	75.6097561	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3902439
OAPGCV039562	7.692307692	0	23.07692308	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV040499	74.54545455	0	0	0	0	0	0	0	0	0	0	0	0	0	16.36363636
OAPGCV038899	39.13043478	0	0	0	0	0	0	0	0	0	0	0	0	0	56.52173913
OAPGCV023828	40.48442907	0	0	0	0	0	0	0	0	0	0	0	0	0	56.05536332
OAPGCV014563	0	95.625	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV046518	0	98.06451613	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV060873	0	6.25	25	0	0	0	0	0	0	6.25	0	0	0	0	0
OAPGCV040241	0	63.63636364	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV059879	56.88976378	5.708661417	5.118110236	0	0	0	0	0	0	0	0	0	0	0	3.937007874
OAPGCV061867	0	35.44303797	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV007826	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV039309	0	78.78787879	0	0	0	0	0	0	0	0	0	0	0	0	12.12121212
OAPGCV039148	0	1.204819277	0	0	0	45.78313253	0	0	0	0	0	0	0	0	0
OAPGCV040471	0	73.68421053	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV040113	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV038528	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV022820	0	0	0	0	0	1.886792453	0	0	0	0	0	0	0	0	0
OAPGCV040340	0	91.39784946	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV065373	0	29.87012987	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV034192	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
OAPGCV007286	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV060580	0	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0
OAPGCV007210	2.611940299	0	0	0	0	0	0	0	0	0	9.701492537	0	0	0	0
OAPGCV005660	97.34219269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV036487	8.910891089	0	0	0	0	0	0	0	0	0	1.98019802	0	0	0	0
OAPGCV054438	0	0	0	0	0	0	0	0	0	0	0	9.523809524	0	0	0
OAPGCV021447	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
OAPGCV027104	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
OAPGCV013962	0	0	0	0	0	0	0	0	0	0	2.816901408	0	0	0	0
OAPGCV058324	0	51.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV064899	0	64	0	0	0	0	0	0	0	0	0	0	0	0	1.6
OAPGCV065036	0	40.74074074	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV068408	0	87.12871287	0	0	0	0	0.495049505	0	0	0	0	0	0	0	0
OAPGCV060113	0	63.59649123	0	0	0	1.754385965	0	0	0	0	0	0	0	0	21.05263158
OAPGCV051814	0	94.65648855	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV065893	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV059814	0	31.38686131	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV068448	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV057173	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV029940	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	0
OAPGCV013570	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV031774	0	0	0	0	0	0	0	0	0	0	0	42.85714286	0	0	0
OAPGCV031124	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV045698	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV058349	0	0	0	0	0	0	0	0	0	0	0	75	0	0	8.333333333
OAPGCV065699	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
OAPGCV020264	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV004431	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV056212	0	0	0	0	0	0	0	0	0	0	17.54385965	0	0	0	0
OAPGCV056707	0	0	0	0	0	0	0	0	0	0	53.33333333	0	0	0	0
OAPGCV005994	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
OAPGCV054601	0	0	0	0	0	0	0	0	0	0	48.27586207	0	0	0	0
OAPGCV002738	0	0	0	0	0	0	0	0	0	0	45.23809524	0	0	0	0
OAPGCV033445	0	0	0	0	0	0	55.55555556	0	0	0	0	0	0	0	0
OAPGCV038149	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
OAPGCV040318	0	15.92920354	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV062023	0	17.55319149	0	0	0	1.595744681	0	0	0	0	0	0	0	0	12.23404255
OAPGCV050101	0	12.12121212	0	0	0	15.15151515	0	0	0	0	0	0	0	0	0
OAPGCV040798	0	0	0	0	0	0	0	0	0	0	65.38461538	0	0	0	0
OAPGCV060726	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV062951	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV064448	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0
OAPGCV061864	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
OAPGCV031823	0	0	0	0	0	0	0	0	0	0	0	36.84210526	0	0	0
OAPGCV032358	0	0	0	0	0	0	0	0	0	0	0	55.55555556	0	0	0
OAPGCV063778	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV059322	0	0	84.21052632	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV010035	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV056221	0	0	0	0	0	0	0	0	0	0	7.692307692	0	0	0	0
OAPGCV036569	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV058857	0	0	0	0	0	0	0	0	0	0	0	44.44444444	0	0	0
OAPGCV056328	0	0	0	0	0	0	0	0	0	0	0	66.66666667	0	0	0
OAPGCV063141	0	0	0	0	0	0	0	0	0	3.333333333	0	0	0	0	0
OAPGCV028037	0	0	0	0	0	0	62.5	0	0	0	0	0	0	0	13.33333333
OAPGCV019910	0	8.333333333	0	0	0	0	50	0	0	0	0	0	0	0	0
OAPGCV053734	0	27.02702703	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV038665	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0
OAPGCV022498	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
OAPGCV039578	0	0	0	0	0	60.97560976	0	0	0	0	0	0	0	0	0
OAPGCV039577	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV040615	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV058239	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV000931	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0
OAPGCV043769	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
OAPGCV037469	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV046222	0	0	0	0	0	0	0	0	50	0	0	0	0	0	50
OAPGCV059844	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
OAPGCV006927	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV033814	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
OAPGCV063983	0	0	70	0	0	0	0	0	0	0	0	0	0	0	10
OAPGCV062459	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
OAPGCV042627	0	0	0	0	0	0	0	0	0	66.66666667	0	0	0	0	0
OAPGCV042375	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV063996	0	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV067205	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV044893	0	0	0	0	0	0	83.33333333	0	0	0	0	0	0	0	0
OAPGCV000792	0	0	0	0	0	0	0	0	0	57.14285714	0	0	0	0	0
OAPGCV044924	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV046427	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV064711	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV056178	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV064258	0	0	0	0	0	0	69.23076923	0	0	0	0	0	0	0	15.38461538
OAPGCV007281	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV057692	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
OAPGCV045066	0	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0
OAPGCV045008	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV048963	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	0
OAPGCV029937	0	0	0	0	0	0	0	0	0	0	0	28.57142857	0	0	0
OAPGCV066366	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
OAPGCV035332	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
OAPGCV054918	0	0	0	0	21.05263158	0	0	0	0	0	0	78.94736842	0	0	0
OAPGCV044046	0	0	0	0	0	0	0	0	0	0	0	0	82.35294118	0	0
OAPGCV060338	0	0	0	0	0	1.724137931	0	0	1.724137931	0	0	48.27586207	25.86206897	0	1.724137931
OAPGCV045891	0	0	0	0	0	0	0	80	0	0	0	0	0	0	20
