group	nspecies	nclust	seeds
nosingletons	61002	18543	29901
nosingletons	61002	18494	30363
nosingletons	61002	18537	5525
nosingletons	61002	18569	61733
nosingletons	61002	18514	7830
nosingletons	61002	18483	9390
nosingletons	62002	18645	10614
nosingletons	62002	18661	1565367
nosingletons	62002	18645	15761
nosingletons	62002	18578	23103
nosingletons	62002	18641	29901
nosingletons	62002	18604	30363
nosingletons	62002	18632	5525
nosingletons	62002	18681	61733
nosingletons	62002	18609	7830
nosingletons	62002	18576	9390
nosingletons	63002	18742	10614
nosingletons	63002	18758	1565367
nosingletons	63002	18733	15761
nosingletons	63002	18676	23103
nosingletons	63002	18741	29901
nosingletons	63002	18685	30363
nosingletons	63002	18726	5525
nosingletons	63002	18774	61733
nosingletons	63002	18695	7830
nosingletons	63002	18675	9390
nosingletons	64002	18839	10614
nosingletons	64002	18838	1565367
nosingletons	64002	18828	15761
nosingletons	64002	18763	23103
nosingletons	64002	18838	29901
nosingletons	64002	18785	30363
nosingletons	64002	18808	5525
nosingletons	64002	18852	61733
nosingletons	64002	18780	7830
nosingletons	64002	18770	9390
nosingletons	65002	18927	10614
nosingletons	65002	18922	1565367
nosingletons	65002	18909	15761
nosingletons	65002	18843	23103
nosingletons	65002	18932	29901
nosingletons	65002	18876	30363
nosingletons	65002	18894	5525
nosingletons	65002	18932	61733
nosingletons	65002	18854	7830
nosingletons	65002	18857	9390
nosingletons	66002	19026	10614
nosingletons	66002	18992	1565367
nosingletons	66002	18988	15761
nosingletons	66002	18938	23103
nosingletons	66002	19017	29901
nosingletons	66002	18958	30363
nosingletons	66002	18972	5525
nosingletons	66002	19007	61733
nosingletons	66002	18953	7830
nosingletons	66002	18946	9390
nosingletons	67002	19098	10614
nosingletons	67002	19071	1565367
nosingletons	67002	19050	15761
nosingletons	67002	19011	23103
nosingletons	67002	19091	29901
nosingletons	67002	19019	30363
nosingletons	67002	19071	5525
nosingletons	67002	19083	61733
nosingletons	67002	19043	7830
nosingletons	67002	19018	9390
nosingletons	68002	19168	10614
nosingletons	68002	19140	1565367
nosingletons	68002	19118	15761
nosingletons	68002	19087	23103
nosingletons	68002	19165	29901
nosingletons	68002	19104	30363
nosingletons	68002	19138	5525
nosingletons	68002	19159	61733
nosingletons	68002	19118	7830
nosingletons	68002	19101	9390
nosingletons	69002	19235	10614
nosingletons	69002	19211	1565367
nosingletons	69002	19190	15761
nosingletons	69002	19166	23103
nosingletons	69002	19241	29901
nosingletons	69002	19185	30363
nosingletons	69002	19211	5525
nosingletons	69002	19240	61733
nosingletons	69002	19190	7830
nosingletons	69002	19191	9390
nosingletons	70002	19301	10614
nosingletons	70002	19277	1565367
nosingletons	70002	19273	15761
nosingletons	70002	19224	23103
nosingletons	70002	19315	29901
nosingletons	70002	19265	30363
nosingletons	70002	19282	5525
nosingletons	70002	19307	61733
nosingletons	70002	19276	7830
nosingletons	70002	19278	9390
nosingletons	7002	4759	10614
nosingletons	7002	4736	1565367
nosingletons	7002	4754	15761
nosingletons	7002	4690	23103
nosingletons	7002	4668	29901
nosingletons	7002	4671	30363
nosingletons	7002	4739	5525
nosingletons	7002	4700	61733
nosingletons	7002	4707	7830
nosingletons	7002	4689	9390
nosingletons	71002	19360	10614
nosingletons	71002	19337	1565367
nosingletons	71002	19333	15761
nosingletons	71002	19292	23103
nosingletons	71002	19375	29901
nosingletons	71002	19324	30363
nosingletons	71002	19344	5525
nosingletons	71002	19373	61733
nosingletons	71002	19347	7830
nosingletons	71002	19344	9390
nosingletons	72002	19441	10614
nosingletons	72002	19398	1565367
nosingletons	72002	19395	15761
nosingletons	72002	19353	23103
nosingletons	72002	19435	29901
nosingletons	72002	19392	30363
nosingletons	72002	19393	5525
nosingletons	72002	19426	61733
nosingletons	72002	19404	7830
nosingletons	72002	19411	9390
nosingletons	73002	19511	10614
nosingletons	73002	19467	1565367
nosingletons	73002	19454	15761
nosingletons	73002	19412	23103
nosingletons	73002	19499	29901
nosingletons	73002	19457	30363
nosingletons	73002	19454	5525
nosingletons	73002	19490	61733
nosingletons	73002	19462	7830
nosingletons	73002	19469	9390
nosingletons	74002	19570	10614
nosingletons	74002	19523	1565367
nosingletons	74002	19525	15761
nosingletons	74002	19476	23103
nosingletons	74002	19548	29901
nosingletons	74002	19522	30363
nosingletons	74002	19506	5525
nosingletons	74002	19541	61733
nosingletons	74002	19518	7830
nosingletons	74002	19528	9390
nosingletons	75002	19619	10614
nosingletons	75002	19574	1565367
nosingletons	75002	19587	15761
nosingletons	75002	19534	23103
nosingletons	75002	19597	29901
nosingletons	75002	19577	30363
nosingletons	75002	19552	5525
nosingletons	75002	19591	61733
nosingletons	75002	19567	7830
nosingletons	75002	19588	9390
nosingletons	76002	19657	10614
nosingletons	76002	19620	1565367
nosingletons	76002	19634	15761
nosingletons	76002	19591	23103
nosingletons	76002	19643	29901
nosingletons	76002	19630	30363
nosingletons	76002	19616	5525
nosingletons	76002	19636	61733
nosingletons	76002	19618	7830
nosingletons	76002	19625	9390
nosingletons	77002	19693	10614
nosingletons	77002	19669	1565367
nosingletons	77002	19678	15761
nosingletons	77002	19643	23103
nosingletons	77002	19683	29901
nosingletons	77002	19682	30363
nosingletons	77002	19668	5525
nosingletons	77002	19678	61733
nosingletons	77002	19676	7830
nosingletons	77002	19673	9390
nosingletons	78002	19732	10614
nosingletons	78002	19711	1565367
nosingletons	78002	19740	15761
nosingletons	78002	19699	23103
nosingletons	78002	19724	29901
nosingletons	78002	19725	30363
nosingletons	78002	19718	5525
nosingletons	78002	19717	61733
nosingletons	78002	19719	7830
nosingletons	78002	19705	9390
nosingletons	79002	19778	10614
nosingletons	79002	19758	1565367
nosingletons	79002	19774	15761
nosingletons	79002	19761	23103
nosingletons	79002	19767	29901
nosingletons	79002	19752	30363
nosingletons	79002	19752	5525
nosingletons	79002	19756	61733
nosingletons	79002	19770	7830
nosingletons	79002	19741	9390
nosingletons	80002	19807	10614
nosingletons	80002	19796	1565367
nosingletons	80002	19807	15761
nosingletons	80002	19791	23103
nosingletons	80002	19801	29901
nosingletons	80002	19792	30363
nosingletons	80002	19783	5525
nosingletons	80002	19795	61733
nosingletons	80002	19797	7830
nosingletons	80002	19775	9390
nosingletons	8002	5266	10614
nosingletons	8002	5261	1565367
nosingletons	8002	5267	15761
nosingletons	8002	5268	23103
nosingletons	8002	5176	29901
nosingletons	8002	5199	30363
nosingletons	8002	5264	5525
nosingletons	8002	5232	61733
nosingletons	8002	5249	7830
nosingletons	8002	5181	9390
nosingletons	81002	19838	10614
nosingletons	81002	19829	1565367
nosingletons	81002	19845	15761
nosingletons	81002	19832	23103
nosingletons	81002	19844	29901
nosingletons	81002	19832	30363
nosingletons	81002	19813	5525
nosingletons	81002	19837	61733
nosingletons	81002	19831	7830
nosingletons	81002	19811	9390
nosingletons	82002	19861	10614
nosingletons	82002	19857	1565367
nosingletons	82002	19871	15761
nosingletons	82002	19874	23103
nosingletons	82002	19876	29901
nosingletons	82002	19863	30363
nosingletons	82002	19841	5525
nosingletons	82002	19866	61733
nosingletons	82002	19856	7830
nosingletons	82002	19840	9390
nosingletons	83002	19893	10614
nosingletons	83002	19890	1565367
nosingletons	83002	19891	15761
nosingletons	83002	19894	23103
nosingletons	83002	19911	29901
nosingletons	83002	19886	30363
nosingletons	83002	19871	5525
nosingletons	83002	19887	61733
nosingletons	83002	19888	7830
nosingletons	83002	19868	9390
nosingletons	84002	19918	10614
nosingletons	84002	19912	1565367
nosingletons	84002	19914	15761
nosingletons	84002	19917	23103
nosingletons	84002	19932	29901
nosingletons	84002	19910	30363
nosingletons	84002	19892	5525
nosingletons	84002	19913	61733
nosingletons	84002	19905	7830
nosingletons	84002	19893	9390
nosingletons	85002	19944	10614
nosingletons	85002	19937	1565367
nosingletons	85002	19938	15761
nosingletons	85002	19942	23103
nosingletons	85002	19960	29901
nosingletons	85002	19931	30363
nosingletons	85002	19927	5525
nosingletons	85002	19936	61733
nosingletons	85002	19930	7830
nosingletons	85002	19922	9390
nosingletons	86002	19966	10614
nosingletons	86002	19958	1565367
nosingletons	86002	19960	15761
nosingletons	86002	19963	23103
nosingletons	86002	19977	29901
nosingletons	86002	19952	30363
nosingletons	86002	19950	5525
nosingletons	86002	19956	61733
nosingletons	86002	19946	7830
nosingletons	86002	19939	9390
nosingletons	87002	19983	10614
nosingletons	87002	19975	1565367
nosingletons	87002	19973	15761
nosingletons	87002	19978	23103
nosingletons	87002	19988	29901
nosingletons	87002	19972	30363
nosingletons	87002	19963	5525
nosingletons	87002	19973	61733
nosingletons	87002	19970	7830
nosingletons	87002	19969	9390
nosingletons	88002	19992	10614
nosingletons	88002	19993	1565367
nosingletons	88002	19992	15761
nosingletons	88002	19993	23103
nosingletons	88002	20001	29901
nosingletons	88002	19990	30363
nosingletons	88002	19981	5525
nosingletons	88002	19987	61733
nosingletons	88002	19986	7830
nosingletons	88002	19989	9390
nosingletons	89002	19999	10614
nosingletons	89002	20004	1565367
nosingletons	89002	20004	15761
nosingletons	89002	20002	23103
nosingletons	89002	20009	29901
nosingletons	89002	19997	30363
nosingletons	89002	19997	5525
nosingletons	89002	20000	61733
nosingletons	89002	19997	7830
nosingletons	89002	20004	9390
nosingletons	90002	20008	10614
nosingletons	90002	20014	1565367
nosingletons	90002	20011	15761
nosingletons	90002	20010	23103
nosingletons	90002	20013	29901
nosingletons	90002	20007	30363
nosingletons	90002	20006	5525
nosingletons	90002	20009	61733
nosingletons	90002	20007	7830
nosingletons	90002	20010	9390
nosingletons	9002	5782	10614
nosingletons	9002	5763	1565367
nosingletons	9002	5766	15761
nosingletons	9002	5756	23103
nosingletons	9002	5696	29901
nosingletons	9002	5710	30363
nosingletons	9002	5770	5525
nosingletons	9002	5720	61733
nosingletons	9002	5774	7830
nosingletons	9002	5672	9390
nosingletons	91002	20014	10614
nosingletons	91002	20018	1565367
nosingletons	91002	20015	15761
nosingletons	91002	20016	23103
nosingletons	91002	20020	29901
nosingletons	91002	20016	30363
nosingletons	91002	20018	5525
nosingletons	91002	20016	61733
nosingletons	91002	20015	7830
nosingletons	91002	20017	9390
nosingletons	92002	20019	10614
nosingletons	92002	20021	1565367
nosingletons	92002	20019	15761
nosingletons	92002	20018	23103
nosingletons	92002	20021	29901
nosingletons	92002	20021	30363
nosingletons	92002	20020	5525
nosingletons	92002	20021	61733
nosingletons	92002	20020	7830
nosingletons	92002	20021	9390
nosingletons	92784	20021	10614
nosingletons	92784	20021	1565367
nosingletons	92784	20021	15761
nosingletons	92784	20021	23103
nosingletons	92784	20021	29901
nosingletons	92784	20021	30363
nosingletons	92784	20021	5525
nosingletons	92784	20021	61733
nosingletons	92784	20021	7830
nosingletons	92784	20021	9390
nosingletons	92784	20021	9390
